Property_ID,District,Building_Type,Gross_Area_m2,Rooms,Bathrooms,Building_Age,Floor,Total_Floors,Heating_Type,Furnished_Status,Parking_Spaces,Balconies,In_Residential_Complex,View_Type,Distance_to_Center_km,Distance_to_Transit_km,Elevator,Security,Price_TL
HP-00726,Karsiyaka,Apartment,212.9,6,3,3,7,19,Heat_Pump,Unfurnished,1,2,No,Nature,7.51,1.17,Yes,Yes,12696324.09
HP-00727,Atasehir,Apartment,206.9,7,3,3,12,14,Natural_Gas,Unfurnished,1,2,No,Park,7.87,1.56,No,No,16483150.39
HP-00728,Cankaya,Apartment,140.8,3,1,21,27,39,Natural_Gas,Unfurnished,1,1,Yes,Street,2.62,0.53,Yes,No,5969678.76
HP-00729,Besiktas,Apartment,143.8,4,1,1,17,19,Natural_Gas,Unfurnished,2,1,No,City,9.49,0.64,Yes,No,13122786.23
HP-00730,Beylikduzu,Villa,171.1,4,2,11,0,10,Heat_Pump,Unfurnished,1,1,Yes,City,1.53,0.29,Yes,Yes,9934908.84
HP-00731,Nilufer,Villa,149.2,4,2,73,0,4,Natural_Gas,Semi_Furnished,0,1,No,City,5.31,1.86,No,No,5416612.14
HP-00732,Sisli,Apartment,156.4,5,2,14,3,7,Central,Unfurnished,0,,No,Park,5.34,0.38,No,Yes,11049022.41
HP-00733,Uskudar,Residence,117.7,3,1,17,17,26,Natural_Gas,Unfurnished,1,1,Yes,Street,2.67,0.33,Yes,Yes,8337106.36
HP-00734,Sisli,Villa,753.6,12,5,15,0,3,Heat_Pump,Furnished,2,2,No,City,6.30,1.93,No,No,87080404.45
HP-00735,Besiktas,Apartment,116.7,4,1,25,12,24,Heat_Pump,Semi_Furnished,0,2,No,Street,14.12,0.59,No,Yes,8677295.30
HP-00736,Konyaalti,Apartment,113.4,3,1,0,,31,Central,Furnished,0,0,Yes,City,14.95,0.23,Yes,Yes,6092939.86
HP-00737,Cankaya,Apartment,148.1,4,2,1,2,15,Natural_Gas,Semi_Furnished,1,1,No,Park,1.64,0.47,Yes,No,9979800.51
HP-00738,Nilufer,Apartment,135.4,4,1,21,20,29,Natural_Gas,Unfurnished,0,1,Yes,City,3.34,0.86,No,Yes,5309028.37
HP-00739,Cankaya,Detached,218.1,5,2,3,0,8,Heat_Pump,Unfurnished,1,2,Yes,Street,12.18,0.26,Yes,Yes,11819683.97
HP-00740,Besiktas,Apartment,46.4,1,1,8,17,22,Natural_Gas,Furnished,0,1,No,Sea,4.77,0.93,No,Yes,5577226.57
HP-00741,Atasehir,Residence,117.1,3,1,18,23,30,Central,Unfurnished,1,1,No,City,2.74,0.91,Yes,Yes,7575747.91
HP-00742,Besiktas,Apartment,128.0,4,1,14,22,24,Natural_Gas,Semi_Furnished,1,2,Yes,City,6.05,0.57,Yes,No,11576910.77
HP-00743,Besiktas,Apartment,98.1,2,1,1,27,35,Heat_Pump,Semi_Furnished,1,2,No,Park,1.49,0.76,Yes,No,11230003.26
HP-00744,Uskudar,Apartment,153.0,5,2,46,12,20,Natural_Gas,Semi_Furnished,1,1,No,Nature,2.37,1.28,Yes,Yes,8004171.56
HP-00745,Nilufer,Apartment,,2,1,2,12,18,Central,Semi_Furnished,1,4,Yes,Street,2.46,1.86,Yes,Yes,2732261.28
HP-00746,Sisli,Villa,179.5,6,2,18,0,13,Natural_Gas,Unfurnished,1,1,Yes,Street,13.09,0.40,Yes,No,14953373.03
HP-00747,Karsiyaka,Residence,106.3,3,1,69,7,13,Central,Unfurnished,1,1,No,Park,3.28,1.59,Yes,Yes,3635696.99
HP-00748,Cankaya,Apartment,195.9,6,,14,10,18,Central,Unfurnished,0,1,No,Nature,7.33,1.50,No,No,10552025.93
HP-00749,Sisli,Residence,107.2,3,1,17,0,2,Heat_Pump,Unfurnished,0,2,Yes,Street,5.54,1.01,Yes,Yes,6892380.17
HP-00750,Uskudar,Apartment,114.2,3,1,36,,34,Heat_Pump,Furnished,0,2,Yes,Sea,8.25,0.12,Yes,Yes,7383100.17
HP-00751,Beylikduzu,Detached,197.9,6,2,30,0,5,Natural_Gas,Furnished,1,1,Yes,Park,6.78,0.51,Yes,Yes,8149524.72
HP-00752,Karsiyaka,Detached,242.0,8,3,2,0,2,Heat_Pump,Semi_Furnished,0,0,Yes,City,5.39,1.59,Yes,Yes,19207094.84
HP-00753,Karsiyaka,Apartment,106.5,3,1,0,6,11,Heat_Pump,Semi_Furnished,0,1,No,Sea,3.70,1.18,Yes,Yes,7784252.06
HP-00754,Konyaalti,Villa,180.1,5,2,5,0,13,Electric,Unfurnished,1,1,Yes,City,3.78,0.47,Yes,No,14616074.62
HP-00755,Karsiyaka,Apartment,93.4,3,1,44,0,2,Heat_Pump,Unfurnished,0,1,Yes,Park,9.62,0.55,Yes,Yes,3058803.32
HP-00756,Beylikduzu,Apartment,156.0,5,2,30,18,24,Natural_Gas,Semi_Furnished,1,2,No,Street,6.26,0.18,Yes,No,4947154.07
HP-00757,Sisli,Residence,122.8,3,1,26,10,15,Natural_Gas,Unfurnished,1,1,Yes,City,7.07,0.95,Yes,Yes,8831197.41
HP-00758,Uskudar,Villa,196.7,6,3,8,0,13,Natural_Gas,Semi_Furnished,1,1,No,Street,13.05,2.78,No,Yes,15106024.64
HP-00759,Atasehir,Apartment,136.5,3,1,1,20,30,Electric,Semi_Furnished,1,1,No,City,12.68,2.57,Yes,No,8109849.06
HP-00760,Uskudar,Villa,149.7,4,1,9,0,5,Natural_Gas,Unfurnished,2,0,No,City,1.92,3.28,No,Yes,15697805.78
HP-00761,Atasehir,Apartment,92.8,2,1,38,18,21,Central,Unfurnished,1,1,Yes,Street,6.21,0.14,Yes,Yes,4062228.41
HP-00762,Konyaalti,Apartment,92.7,3,1,1,25,34,Natural_Gas,Semi_Furnished,2,0,Yes,Street,3.20,0.26,Yes,Yes,6369507.88
HP-00763,Beylikduzu,Apartment,56.6,2,1,15,12,23,Central,Unfurnished,0,4,Yes,Park,2.72,1.54,Yes,Yes,2067306.27
HP-00764,Karsiyaka,Villa,145.2,4,2,2,0,8,Central,Furnished,3,1,No,Street,4.18,1.50,No,Yes,11151606.20
HP-00765,Nilufer,Apartment,40.6,1,1,15,20,33,Coal,Semi_Furnished,1,2,Yes,Sea,17.44,0.71,Yes,Yes,1811585.56
HP-00766,Besiktas,Apartment,49.3,1,1,34,27,37,Central,Semi_Furnished,1,1,Yes,Street,6.44,1.30,No,Yes,3240537.97
HP-00767,Atasehir,Villa,153.1,5,2,13,0,2,Natural_Gas,Furnished,0,1,No,Street,9.02,0.65,Yes,Yes,11281552.34
HP-00768,Nilufer,Townhouse,186.7,5,2,36,12,17,Heat_Pump,Furnished,1,1,Yes,Sea,2.75,1.28,Yes,No,11118441.41
HP-00769,Besiktas,Apartment,190.4,6,2,15,19,22,Central,Semi_Furnished,1,3,Yes,Street,2.74,1.44,Yes,Yes,18099334.61
HP-00770,Cankaya,Apartment,140.8,5,2,14,18,21,Natural_Gas,Unfurnished,0,1,Yes,Park,20.17,0.62,Yes,Yes,7100222.02
HP-00771,Nilufer,Detached,122.5,4,1,0,0,11,Central,Unfurnished,1,0,Yes,Street,,0.16,Yes,Yes,6017863.22
HP-00772,Besiktas,Apartment,213.0,5,2,1,12,24,Central,Semi_Furnished,1,1,No,Street,4.64,1.14,Yes,Yes,19799165.10
HP-00773,Konyaalti,Apartment,99.1,3,1,29,15,20,Natural_Gas,Furnished,1,0,Yes,Nature,11.39,1.24,No,Yes,4288895.46
HP-00774,Uskudar,Detached,177.5,6,3,28,0,5,Heat_Pump,Semi_Furnished,2,0,Yes,Park,11.58,0.54,Yes,No,12522616.23
HP-00775,Beylikduzu,Apartment,121.5,3,1,0,25,33,Natural_Gas,Unfurnished,2,2,Yes,Street,3.51,0.20,No,Yes,6112748.46
HP-00776,Atasehir,Residence,183.2,5,2,3,22,35,Central,Furnished,0,1,Yes,Park,3.47,0.46,No,No,18842993.70
HP-00777,Atasehir,Apartment,117.1,3,1,49,6,8,Natural_Gas,Semi_Furnished,0,0,No,Street,13.02,0.72,Yes,Yes,3192772.07
HP-00778,Uskudar,Villa,150.8,4,1,22,0,11,Central,Semi_Furnished,1,2,Yes,Street,4.37,1.86,Yes,No,10726472.83
HP-00779,Atasehir,Detached,181.1,5,2,1,0,8,Natural_Gas,Furnished,1,1,Yes,Nature,2.04,0.30,No,Yes,17074328.61
HP-00780,Karsiyaka,Villa,184.9,6,3,8,0,6,Electric,Furnished,1,2,No,Nature,8.07,1.53,Yes,Yes,14772958.29
HP-00781,Sisli,Townhouse,223.6,7,3,63,11,21,Central,Unfurnished,1,3,No,Street,,1.78,Yes,Yes,9408941.49
HP-00782,Beylikduzu,Villa,167.7,5,2,31,0,2,Natural_Gas,Unfurnished,1,1,No,Nature,6.04,0.94,Yes,No,7950677.56
HP-00783,Cankaya,Villa,197.2,5,2,5,0,2,Heat_Pump,Unfurnished,1,1,No,Street,11.32,2.22,No,Yes,10589376.71
HP-00784,Konyaalti,Apartment,110.6,3,1,1,1,5,,Furnished,1,2,Yes,City,4.04,0.32,Yes,No,7981645.15
HP-00785,Kadikoy,Detached,232.2,7,3,28,0,8,Central,Unfurnished,0,1,Yes,Street,12.44,0.60,No,No,16199428.57
HP-00786,Besiktas,Apartment,93.2,3,1,3,24,36,Central,Unfurnished,2,3,No,City,3.12,1.79,Yes,Yes,8713983.45
HP-00787,Nilufer,Detached,216.7,6,3,11,0,6,Central,Unfurnished,1,2,No,Street,0.81,,Yes,No,9089520.70
HP-00788,Cankaya,Apartment,121.9,3,1,23,1,3,Natural_Gas,Unfurnished,2,2,Yes,Street,3.51,2.35,Yes,Yes,5280306.27
HP-00789,Konyaalti,Apartment,50.6,1,1,16,10,22,Natural_Gas,Semi_Furnished,0,1,Yes,Street,4.42,1.12,Yes,No,2536098.13
HP-00790,Cankaya,Townhouse,190.7,5,2,15,10,23,Natural_Gas,Furnished,1,0,Yes,Sea,6.01,1.89,Yes,Yes,12853108.88
HP-00791,Konyaalti,Detached,231.7,7,3,0,0,7,Natural_Gas,Semi_Furnished,0,1,No,Street,12.62,0.32,Yes,No,16437978.84
HP-00792,Nilufer,Residence,35.0,1,1,8,22,27,Electric,Unfurnished,0,1,No,Street,2.20,0.48,Yes,No,1417428.34
HP-00793,Konyaalti,Apartment,63.2,2,1,20,14,21,Central,Unfurnished,0,3,Yes,Street,1.81,,Yes,No,2750627.76
HP-00794,Beylikduzu,Detached,128.5,3,1,35,0,7,Central,Furnished,1,2,Yes,Nature,0.77,3.22,Yes,Yes,4658861.43
HP-00795,Cankaya,Apartment,247.7,7,3,2,16,22,Heat_Pump,Semi_Furnished,2,2,Yes,Street,0.78,1.12,Yes,No,16386973.05
HP-00796,Uskudar,Apartment,159.4,4,1,14,13,23,Central,Semi_Furnished,1,1,Yes,Street,3.04,0.96,Yes,No,8323786.15
HP-00797,Nilufer,Apartment,91.8,3,1,1,21,25,Natural_Gas,Unfurnished,1,1,No,Street,1.40,1.06,Yes,No,2943780.89
HP-00798,Karsiyaka,Residence,198.2,5,2,5,17,29,Heat_Pump,Semi_Furnished,1,2,Yes,Park,5.44,0.96,No,Yes,14609753.96
HP-00799,Beylikduzu,Villa,261.9,7,2,1,0,11,Natural_Gas,Furnished,0,1,Yes,Park,6.07,0.19,No,No,17727467.50
HP-00800,Beylikduzu,Detached,157.4,5,2,1,0,10,Natural_Gas,Semi_Furnished,1,1,No,Street,0.85,0.17,Yes,Yes,8401536.99
HP-00801,Sisli,Detached,209.3,6,2,5,0,9,Electric,Unfurnished,1,0,Yes,City,2.26,3.15,Yes,No,18123872.47
HP-00802,Karsiyaka,Villa,210.3,5,2,53,0,9,Central,Unfurnished,1,1,Yes,Street,9.43,0.75,Yes,Yes,7387752.19
HP-00803,Kadikoy,Apartment,48.6,1,1,16,10,15,Natural_Gas,Unfurnished,1,2,Yes,Street,4.02,2.22,Yes,No,2909491.51
HP-00804,Kadikoy,Apartment,95.3,3,1,8,4,9,Central,Semi_Furnished,1,1,No,Street,14.12,0.11,Yes,Yes,6907654.59
HP-00805,Uskudar,Apartment,59.1,2,1,,3,11,Central,Unfurnished,1,2,Yes,Street,1.82,1.40,Yes,No,2503064.23
HP-00806,Besiktas,Villa,151.4,4,2,8,0,3,Natural_Gas,Semi_Furnished,0,1,No,Street,2.74,1.32,No,Yes,14983176.63
HP-00807,Besiktas,Apartment,108.6,3,1,8,4,16,Central,Unfurnished,0,3,Yes,Nature,9.60,2.68,Yes,Yes,11246324.31
HP-00808,Konyaalti,Residence,173.3,5,2,19,26,29,Electric,Furnished,1,1,Yes,Sea,4.42,0.95,Yes,No,14266563.60
HP-00809,Beylikduzu,Apartment,79.4,2,1,7,21,34,Natural_Gas,Unfurnished,2,1,Yes,Street,3.45,0.05,Yes,No,2832579.97
HP-00810,Cankaya,Residence,90.6,3,1,12,8,11,Central,Unfurnished,1,0,Yes,Nature,10.33,0.55,Yes,No,4479783.45
HP-00811,Beylikduzu,Apartment,91.1,2,1,5,,33,Central,Semi_Furnished,1,1,Yes,Street,3.02,1.26,Yes,No,3535523.51
HP-00812,Besiktas,Residence,180.2,5,2,25,22,26,Natural_Gas,Unfurnished,1,2,Yes,Street,7.31,,Yes,Yes,15195361.11
HP-00813,Atasehir,Apartment,135.7,5,2,14,24,35,Central,Furnished,1,1,No,Street,1.44,0.77,Yes,No,7259987.42
HP-00814,Beylikduzu,Detached,208.6,5,2,12,0,13,Natural_Gas,Unfurnished,1,1,No,Street,1.26,0.99,Yes,No,9309194.27
HP-00815,Besiktas,Apartment,181.9,5,2,3,16,19,Natural_Gas,Furnished,2,1,No,Street,,0.54,Yes,No,17656211.35
HP-00816,Karsiyaka,Apartment,162.7,5,2,11,7,17,Natural_Gas,Semi_Furnished,1,1,No,Nature,3.21,0.80,Yes,Yes,8646397.80
HP-00817,Kadikoy,Apartment,127.0,4,2,3,23,32,Central,Unfurnished,0,1,No,City,2.50,0.88,Yes,Yes,9839790.64
HP-00818,Sisli,Apartment,211.5,6,2,6,,16,Natural_Gas,Furnished,1,3,Yes,Street,8.00,0.68,Yes,Yes,13802044.75
HP-00819,Kadikoy,Apartment,62.9,2,1,11,0,9,Natural_Gas,Unfurnished,1,1,Yes,Street,9.46,1.17,No,No,3403852.45
HP-00820,Nilufer,Apartment,163.1,6,3,19,0,11,Heat_Pump,Furnished,1,2,Yes,Park,1.67,0.67,Yes,No,7998475.27
HP-00821,Konyaalti,Apartment,242.6,6,2,59,4,13,Central,Furnished,1,1,No,Street,4.64,1.12,Yes,Yes,8535141.19
HP-00822,Kadikoy,Townhouse,269.5,8,3,25,26,39,Natural_Gas,Unfurnished,2,2,No,Park,2.18,1.19,Yes,No,22967481.76
HP-00823,Sisli,Apartment,102.5,3,1,0,17,30,Natural_Gas,Furnished,1,1,No,Street,8.22,0.64,Yes,Yes,7525040.46
HP-00824,Uskudar,Apartment,88.6,3,1,10,7,18,Natural_Gas,Furnished,2,0,No,Park,2.42,,No,Yes,5132447.26
HP-00825,Sisli,Apartment,152.5,4,2,29,20,29,Natural_Gas,Unfurnished,0,1,No,Nature,4.36,0.89,No,Yes,11781941.38
HP-00826,Cankaya,Apartment,83.1,2,1,1,8,16,Natural_Gas,Semi_Furnished,2,1,No,Street,1.75,0.36,Yes,Yes,5924856.79
HP-00827,Uskudar,Residence,92.1,3,1,21,0,6,Natural_Gas,Semi_Furnished,1,2,Yes,City,8.47,1.34,No,No,5517008.46
HP-00828,Konyaalti,Apartment,47.6,1,1,74,19,31,Natural_Gas,Unfurnished,1,1,No,Street,5.04,1.28,No,No,1345674.84
HP-00829,Konyaalti,Residence,156.5,4,1,2,15,19,Natural_Gas,Semi_Furnished,1,2,No,Street,2.54,1.15,Yes,Yes,10546350.89
HP-00830,Beylikduzu,Residence,87.9,3,1,67,12,25,Central,Furnished,1,2,Yes,Park,3.30,0.66,Yes,No,3267446.07
HP-00831,Atasehir,Apartment,113.1,3,1,30,20,22,,Semi_Furnished,1,1,No,Street,3.81,0.32,Yes,No,4967213.18
HP-00832,Kadikoy,Apartment,,6,2,9,22,29,Natural_Gas,Semi_Furnished,1,1,No,Street,5.01,0.18,Yes,Yes,13466531.76
HP-00833,Atasehir,Apartment,79.0,2,1,,26,38,Coal,Unfurnished,1,2,No,Sea,4.42,1.31,No,Yes,5356160.67
HP-00834,Besiktas,Apartment,98.1,3,1,22,20,24,Natural_Gas,Unfurnished,0,2,Yes,Street,6.67,0.19,Yes,No,6045992.09
HP-00835,Beylikduzu,Apartment,122.4,3,1,26,10,12,Natural_Gas,Furnished,1,3,No,Street,3.57,0.59,No,Yes,3889602.33
HP-00836,Cankaya,Residence,145.1,4,1,7,9,13,Natural_Gas,Furnished,1,1,Yes,Park,3.90,1.72,No,No,10550998.70
HP-00837,Konyaalti,Residence,103.7,3,1,3,5,17,Central,Unfurnished,1,1,Yes,Sea,9.35,2.35,Yes,No,8851427.95
HP-00838,Konyaalti,Apartment,51.3,2,1,18,3,6,Natural_Gas,Unfurnished,2,2,No,Park,10.04,0.67,No,No,2378920.57
HP-00839,Nilufer,Apartment,169.4,5,2,33,11,23,Natural_Gas,Unfurnished,1,0,Yes,Sea,0.10,1.27,Yes,No,7860963.68
HP-00840,Karsiyaka,Apartment,125.2,4,2,21,16,26,Natural_Gas,Semi_Furnished,1,1,Yes,Street,3.60,1.51,No,No,5485602.95
HP-00841,Kadikoy,Apartment,93.5,3,1,62,14,16,Heat_Pump,Semi_Furnished,2,2,Yes,Street,1.92,0.77,Yes,No,4810145.32
HP-00842,Nilufer,Apartment,209.8,5,2,31,20,30,Natural_Gas,Furnished,0,1,Yes,Street,3.25,0.82,No,Yes,8294233.51
HP-00843,Konyaalti,Residence,72.3,2,1,1,26,34,Central,Unfurnished,0,1,No,City,4.06,1.46,No,Yes,5398258.48
HP-00844,Besiktas,Villa,213.4,6,2,14,0,5,,Furnished,2,2,No,Street,7.48,2.71,Yes,Yes,23483776.42
HP-00845,Sisli,Townhouse,132.6,4,2,57,25,35,Central,Semi_Furnished,0,1,Yes,Street,6.44,0.21,Yes,No,6960559.33
HP-00846,Karsiyaka,Villa,205.8,6,2,6,0,8,Natural_Gas,Semi_Furnished,1,0,Yes,Street,2.47,0.48,Yes,No,64906413.57
HP-00847,Beylikduzu,Townhouse,249.7,7,2,20,15,21,Coal,Unfurnished,2,1,No,Street,4.15,1.33,Yes,Yes,8017085.72
HP-00848,Uskudar,Apartment,80.2,2,1,6,21,27,Natural_Gas,Unfurnished,1,3,Yes,Park,4.72,1.60,Yes,Yes,6242015.12
HP-00849,Nilufer,Apartment,81.2,3,1,37,0,13,Natural_Gas,Semi_Furnished,1,2,Yes,Street,6.60,1.50,Yes,No,2268611.94
HP-00850,Beylikduzu,Apartment,68.6,2,1,34,22,24,Natural_Gas,Unfurnished,2,1,Yes,Street,8.59,1.38,Yes,No,1824731.94
HP-00851,Sisli,Residence,154.4,4,1,29,17,29,Natural_Gas,Semi_Furnished,1,1,No,Street,8.79,0.76,Yes,Yes,11790895.16
HP-00852,Karsiyaka,Apartment,168.7,5,2,5,2,14,Natural_Gas,Furnished,2,0,No,Street,13.58,2.59,Yes,Yes,7264275.35
HP-00853,Uskudar,Apartment,147.7,4,2,7,4,14,Central,Furnished,1,2,No,Street,16.83,0.94,Yes,Yes,7193297.28
HP-00854,Konyaalti,Detached,195.9,7,2,5,0,2,Natural_Gas,Unfurnished,1,0,No,Street,8.63,1.15,Yes,No,9005267.21
HP-00855,Cankaya,Apartment,133.6,5,2,8,23,34,Natural_Gas,Semi_Furnished,1,2,No,Street,13.18,0.91,Yes,Yes,5124792.81
HP-00856,Kadikoy,Apartment,139.9,3,1,3,1,11,Heat_Pump,Unfurnished,0,0,Yes,Street,12.06,0.28,Yes,No,10017445.30
HP-00857,Cankaya,Townhouse,197.9,6,2,5,23,26,Natural_Gas,Semi_Furnished,1,1,No,Nature,3.62,1.12,No,No,11619003.77
HP-00858,Beylikduzu,Apartment,202.6,5,2,1,22,24,Natural_Gas,Unfurnished,1,1,No,Park,4.87,0.08,No,No,10320988.27
HP-00859,Atasehir,Detached,242.8,8,3,43,0,12,Central,Semi_Furnished,1,1,No,Nature,4.18,1.89,Yes,No,12510636.98
HP-00860,Karsiyaka,Residence,35.0,1,1,10,17,20,Natural_Gas,Unfurnished,1,1,No,City,5.35,0.05,No,Yes,1769102.12
HP-00861,Karsiyaka,Townhouse,230.5,7,2,5,28,33,Natural_Gas,Semi_Furnished,1,1,No,Sea,3.12,0.44,Yes,No,17063356.03
HP-00862,Nilufer,Apartment,123.8,3,1,15,27,30,Natural_Gas,Unfurnished,2,2,No,City,2.02,0.63,Yes,Yes,5625753.83
HP-00863,Nilufer,Apartment,125.8,3,1,6,7,19,Natural_Gas,Unfurnished,1,2,Yes,Street,4.33,0.68,Yes,No,4823336.13
HP-00864,Beylikduzu,Villa,220.3,7,2,13,0,6,Natural_Gas,Unfurnished,0,1,No,Park,11.17,0.89,No,No,10126673.41
HP-00865,Besiktas,Apartment,66.2,2,1,33,20,24,Natural_Gas,Semi_Furnished,2,1,No,Street,10.39,1.12,Yes,Yes,4109771.50
HP-00866,Karsiyaka,Townhouse,242.5,7,3,11,13,23,Coal,Unfurnished,0,2,Yes,Street,9.06,0.72,Yes,No,13305482.05
HP-00867,Besiktas,Apartment,90.2,2,1,21,25,27,Natural_Gas,Unfurnished,0,1,No,Park,4.64,0.37,No,No,8529919.34
HP-00868,Uskudar,Apartment,161.4,5,2,14,24,34,Heat_Pump,Unfurnished,1,1,Yes,Sea,4.92,0.64,No,Yes,13836517.54
HP-00869,Cankaya,Residence,89.1,3,1,18,15,22,Central,Furnished,2,0,Yes,City,5.35,0.37,Yes,No,4889220.50
HP-00870,Konyaalti,Residence,113.8,3,1,10,27,40,Natural_Gas,Unfurnished,1,2,No,City,7.84,0.64,No,Yes,6473129.62
HP-00871,Cankaya,Apartment,134.0,3,1,25,2,10,Coal,Semi_Furnished,0,1,No,Nature,13.30,2.44,Yes,Yes,6184684.63
HP-00872,Uskudar,Villa,158.6,5,2,5,0,3,Central,Unfurnished,0,1,Yes,Street,9.06,1.15,No,No,12392582.48
HP-00873,Karsiyaka,Apartment,,5,2,19,6,12,,Semi_Furnished,0,1,No,City,0.40,1.76,Yes,Yes,8417682.87
HP-00874,Cankaya,Apartment,113.0,3,1,11,1,5,Natural_Gas,Unfurnished,1,0,No,Nature,3.61,1.32,No,No,5366409.29
HP-00875,Kadikoy,Apartment,78.9,2,1,2,10,17,Natural_Gas,Unfurnished,2,0,Yes,City,6.94,1.10,Yes,Yes,6611140.68
HP-00876,Atasehir,Villa,304.4,11,4,9,0,7,Central,Semi_Furnished,1,2,Yes,Nature,0.58,1.50,Yes,Yes,29983852.42
HP-00877,Sisli,Detached,178.9,5,2,16,0,3,Natural_Gas,Unfurnished,0,2,No,Street,3.01,0.12,Yes,No,14887276.34
HP-00878,Beylikduzu,Apartment,152.1,5,2,7,27,31,Central,Unfurnished,2,0,No,City,3.25,1.77,Yes,No,5008881.68
HP-00879,Nilufer,Villa,208.3,6,2,4,0,8,Coal,Semi_Furnished,1,1,Yes,Street,1.01,1.13,Yes,Yes,11461184.88
HP-00880,Atasehir,Apartment,105.9,3,1,28,22,34,Electric,Unfurnished,0,3,No,Street,2.40,0.66,No,Yes,5778920.73
HP-00881,Sisli,Apartment,111.7,3,1,4,9,19,Central,Unfurnished,3,1,Yes,Street,19.32,1.63,No,Yes,7583624.99
HP-00882,Karsiyaka,Apartment,131.9,5,2,4,4,9,Coal,Furnished,0,2,No,City,3.16,,No,Yes,6101286.35
HP-00883,Kadikoy,Apartment,97.5,3,1,12,8,14,Natural_Gas,Semi_Furnished,1,1,No,Street,9.58,0.20,Yes,Yes,6533326.51
HP-00884,Atasehir,Apartment,169.6,6,3,25,28,37,,Unfurnished,1,1,Yes,Street,,1.32,Yes,No,9855781.12
HP-00885,Kadikoy,Apartment,99.2,3,1,10,0,5,Heat_Pump,Furnished,1,2,Yes,Nature,1.32,0.08,No,No,7975749.03
HP-00886,Beylikduzu,Apartment,59.0,2,1,17,,29,Electric,Unfurnished,1,1,No,Street,7.39,1.25,Yes,No,1475019.70
HP-00887,Kadikoy,Apartment,135.5,4,2,1,7,14,Central,Unfurnished,2,3,Yes,Sea,10.44,0.64,Yes,Yes,14638725.10
HP-00888,Sisli,Apartment,102.5,3,1,10,16,25,Central,Unfurnished,1,1,Yes,City,10.52,0.62,Yes,No,8788834.12
HP-00889,Cankaya,Apartment,111.5,3,1,,25,35,Natural_Gas,Furnished,1,1,No,Street,9.56,0.43,No,Yes,4232050.38
HP-00890,Beylikduzu,Apartment,165.3,5,2,9,20,22,Central,Semi_Furnished,0,3,No,Sea,1.70,0.43,No,No,7758375.40
HP-00891,Karsiyaka,Apartment,129.6,4,2,7,22,27,Natural_Gas,Unfurnished,1,1,No,Street,10.38,2.18,Yes,Yes,6851858.42
HP-00892,Atasehir,Townhouse,212.7,7,3,7,1,14,Natural_Gas,Unfurnished,1,3,Yes,Park,0.95,2.41,Yes,Yes,18891418.45
HP-00893,Sisli,Residence,117.1,3,1,,10,12,Natural_Gas,Semi_Furnished,2,0,Yes,Street,7.71,0.82,Yes,Yes,9953460.93
HP-00894,Cankaya,Residence,120.9,4,1,0,2,8,Heat_Pump,Unfurnished,1,0,No,Street,7.01,0.92,No,No,8019425.20
HP-00895,Beylikduzu,Residence,162.0,5,2,46,16,18,,Semi_Furnished,0,1,Yes,City,6.79,1.12,Yes,No,5073296.98
HP-00896,Atasehir,Detached,236.5,8,3,5,0,12,Central,Furnished,0,1,Yes,Park,9.00,0.57,Yes,No,16074119.39
HP-00897,Karsiyaka,Villa,,4,2,59,0,12,Natural_Gas,Unfurnished,0,1,Yes,Sea,5.13,0.95,Yes,No,9612839.59
HP-00898,Beylikduzu,Residence,138.2,4,2,19,0,8,Natural_Gas,Unfurnished,1,3,Yes,Street,11.45,0.78,Yes,No,4219001.66
HP-00899,Konyaalti,Apartment,116.6,3,1,4,4,14,Electric,Unfurnished,1,2,Yes,Nature,6.96,0.38,Yes,No,7136613.62
HP-00900,Uskudar,Apartment,98.0,3,1,58,16,27,Natural_Gas,Furnished,0,3,No,City,2.53,1.51,Yes,No,4584303.10
HP-00901,Nilufer,Apartment,183.9,5,2,9,8,16,Natural_Gas,Furnished,1,2,No,Park,6.35,0.87,Yes,No,9014676.35
HP-00902,Kadikoy,Townhouse,249.6,7,3,27,11,23,Central,Unfurnished,2,2,Yes,City,11.36,2.15,Yes,Yes,13979593.25
HP-00903,Kadikoy,Apartment,163.7,5,2,2,19,23,Central,Unfurnished,2,0,Yes,Nature,1.27,3.46,Yes,Yes,17501320.72
HP-00904,Uskudar,Residence,96.3,3,1,2,16,29,Natural_Gas,Unfurnished,0,1,Yes,City,6.64,1.65,No,Yes,6825154.45
HP-00905,Nilufer,Apartment,125.4,4,2,28,2,7,Heat_Pump,Unfurnished,0,2,Yes,City,2.52,1.37,Yes,Yes,4442263.89
HP-00906,Kadikoy,Apartment,146.8,4,2,51,5,13,Central,Semi_Furnished,0,2,Yes,Sea,1.38,0.76,No,Yes,10172860.60
HP-00907,Cankaya,Apartment,87.3,3,1,25,6,8,Central,Unfurnished,0,2,No,Sea,1.22,0.09,Yes,Yes,4465815.49
HP-00908,Karsiyaka,Apartment,118.7,3,1,15,9,16,Natural_Gas,Unfurnished,2,0,No,Sea,2.00,0.20,Yes,Yes,7834751.40
HP-00909,Atasehir,Apartment,92.4,2,1,29,7,11,Natural_Gas,Semi_Furnished,0,1,No,City,8.82,1.65,Yes,Yes,4144228.23
HP-00910,Cankaya,Apartment,156.1,5,2,9,14,27,Natural_Gas,Semi_Furnished,1,0,No,Street,7.08,,Yes,No,6099126.42
